,code_name,full_name,first_name,second_name,abbreviated_name,locations,location_number
1040,585057.4,Escherichia coli IAI39,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1041,52598.3,Sulfitobacter sp. EE-36,Sulfitobacter,sp.,Sulfitobacter sp.,biofilm;sea;ocean;sediment;soil;surface;water;rock;rhizosphere;clam,10
1042,52598.8,Sulfitobacter sp. EE-36,Sulfitobacter,sp.,Sulfitobacter sp.,biofilm;sea;ocean;sediment;soil;surface;water;rock;rhizosphere;clam,10
1043,525278.3,Enterococcus faecalis TX1322,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1044,585156.3,Staphylococcus aureus subsp. aureus M1015,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1045,437701.3,Brucella sp. F5/99,Brucella,sp.,Brucella sp.,sludge;soil,2
1046,655816.3,Bacillus subtilis subsp. spizizenii str. W23,Bacillus,subtilis,Bacillus subtilis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1047,435837.3,Staphylococcus hominis subsp. hominis C80,Staphylococcus,hominis,Staphylococcus hominis,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1048,526974.3,Bacillus cereus BDRD-ST24,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1049,164756.6,Mycobacterium sp. MCS,Mycobacterium,sp.,Mycobacterium sp.,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18
1050,465515.4,Micrococcus luteus NCTC 2665,Micrococcus,luteus,Micrococcus luteus,soil;sediment;valley;lake;permafrost;rock;stream;sea;gut;air;water;spring;dust;wetland;surface;estuary,16
1051,451515.3,Staphylococcus aureus subsp. aureus USA300_FPR3757,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1052,404974.3,Vibrio cholerae AM-19226,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1053,404974.7,Vibrio cholerae AM-19226,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1054,261594.1,Bacillus anthracis str. 'Ames Ancestor',Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1055,198214.1,Shigella flexneri 2a str. 301,Shigella,flexneri,Shigella flexneri,gut;soil;river;reservoir;marsh,5
1056,267409.1,Listeria monocytogenes str. 1/2a F6854,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
1057,575564.3,Acinetobacter sp. RUH2624,Acinetobacter,sp.,Acinetobacter sp.,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
1058,556260.3,Bacteroides sp. D4,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
1059,573062.4,Thermoanaerobacter sp. X513,Thermoanaerobacter,sp.,Thermoanaerobacter sp.,field;spring;bioreactor;waste,4
1060,585203.3,Streptococcus mitis SK564,Streptococcus,mitis,Streptococcus mitis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1061,588857.3,Thermoanaerobacter sp. X561,Thermoanaerobacter,sp.,Thermoanaerobacter sp.,field;spring;bioreactor;waste,4
1062,565646.5,Enterococcus faecalis HIP11704,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1063,673519.3,Vibrio harveyi 1DA3,Vibrio,harveyi,Vibrio harveyi,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1064,517433.4,Pantoea sp. aB,Pantoea,sp.,Pantoea sp.,soil;pond;wetland;surface;gut;water;mine;sludge;river;rhizosphere;air;cabbage;waste,13
1065,749544.3,Escherichia coli MS 175-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1066,634457.3,Acetobacter pasteurianus IFO 3283-32,Acetobacter,pasteurianus,Acetobacter pasteurianus,fruit;vinegar;wine;soil;reservoir;lake;must;rhizosphere;bog;plateau;air;sludge;pond;milk,14
1067,666684.3,Afipia sp. 1NLS2,Afipia,sp.,Afipia sp.,biofilm;air;hospital;water;lake;soil,6
1068,526981.3,Bacillus cereus Rock1-3,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1069,656443.3,Escherichia coli TA271,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1070,512769.4,Streptococcus pneumoniae BS458,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1071,661513.3,Vibrio cholera CIRS 101,Vibrio,cholera,Vibrio cholera,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1072,592313.3,Vibrio cholerae 12129(1),Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1073,393127.4,Listeria monocytogenes Finland 1988,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
1074,451757.5,Clostridium perfringens NCTC 8239,Clostridium,perfringens,Clostridium perfringens,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30
1075,314264.3,Roseovarius sp. 217,Roseovarius,sp.,Roseovarius sp.,ocean;sea;sediment;oyster;mud,5
1076,314264.4,Roseovarius sp. 217,Roseovarius,sp.,Roseovarius sp.,ocean;sea;sediment;oyster;mud,5
1077,190304.8,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,Fusobacterium,nucleatum,Fusobacterium nucleatum,mouth;blood;air;sediment;volcano,5
1078,190304.1,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,Fusobacterium,nucleatum,Fusobacterium nucleatum,mouth;blood;air;sediment;volcano,5
1079,661410.3,Methylobacterium extorquens DM4,Methylobacterium,extorquens,Methylobacterium extorquens,food;mine;water;air;lake;spring;dust;wetland;sludge;soil;cave;mouth;gut,13
1080,557600.3,Acinetobacter baumannii AB307-0294,Acinetobacter,baumannii,Acinetobacter baumannii,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
1081,557600.4,Acinetobacter baumannii AB307-0294,Acinetobacter,baumannii,Acinetobacter baumannii,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28
1082,381754.5,Pseudomonas aeruginosa PA7,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1083,381754.6,Pseudomonas aeruginosa PA7,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1084,283942.3,Idiomarina loihiensis L2TR,Idiomarina,loihiensis,Idiomarina loihiensis,volcano;sludge;brine;ocean;water;river;basin;sediment;lake;sea;soil;trench;landfill;surface,14
1085,548485.3,Lactobacillus reuteri MM4-1A,Lactobacillus,reuteri,Lactobacillus reuteri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
1086,675810.3,Vibrio sp. RC341,Vibrio,sp.,Vibrio sp.,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1087,768670.3,Calditerrivibrio nitroreducens DSM 19672,Calditerrivibrio,nitroreducens,Calditerrivibrio nitroreducens,spring,1
1088,312153.3,Polynucleobacter sp. QLW-P1DMWA-1,Polynucleobacter,sp.,Polynucleobacter sp.,pond;lake;rock;habitat;reservoir;river;sand,7
1089,316058.9,Rhodopseudomonas palustris HaA2,Rhodopseudomonas,palustris,Rhodopseudomonas palustris,biofilm;waste;soil;lake;air;sludge;water,7
1090,314270.3,Rhodobacterales bacterium HTCC2083,Rhodobacterales,bacterium,Rhodobacterales bacterium,spring;silage,2
1091,406561.5,Streptococcus pneumoniae SP18-BS74,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1092,447217.5,Anaeromyxobacter sp. K,Anaeromyxobacter,sp.,Anaeromyxobacter sp.,harbor;soil;garden,3
1093,637381.3,Listeria monocytogenes 08-5923,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
1094,565663.4,Enterococcus faecium Com15,Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1095,169963.11,Listeria monocytogenes EGD-e,Listeria,monocytogenes,Listeria monocytogenes,milk;sludge;water;soil;run,5
1096,593587.4,Vibrio cholerae BX 330286,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1097,103690.1,Nostoc sp. PCC 7120,Nostoc,sp.,Nostoc sp.,waste;forest;sandstone;field;pond;soil;clay;lake;borehole;sediment,10
1098,264732.9,Moorella thermoacetica ATCC 39073,Moorella,thermoacetica,Moorella thermoacetica,prairie;bioreactor,2
1099,167539.1,Prochlorococcus marinus subsp. marinus str. CCMP1375,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
1100,167539.5,Prochlorococcus marinus subsp. marinus str. CCMP1375,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1
1101,685039.3,Staphylococcus aureus subsp. aureus ED133,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1102,78245.7,Xanthobacter autotrophicus Py2,Xanthobacter,autotrophicus,Xanthobacter autotrophicus,soil;water;field,3
1103,331111.3,Escherichia coli E24377A,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1104,553574.3,Staphylococcus aureus A8117,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1105,223283.9,Pseudomonas syringae pv. tomato str. DC3000,Pseudomonas,syringae,Pseudomonas syringae,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1106,525281.3,Escherichia coli 83972,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1107,879310.3,Selenomonas sp. oral taxon 137 str. F0430,Selenomonas,sp.,Selenomonas sp.,mouth;biofilm;surface;plateau;sludge,5
1108,903814.3,Eubacterium limosum KIST612,Eubacterium,limosum,Eubacterium limosum,feces,1
1109,536056.3,Escherichia coli DH1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1110,452948.4,Staphylococcus aureus 930918-3,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1111,645465.3,Streptomyces sp. e14,Streptomyces,sp.,Streptomyces sp.,soil;sediment;orchard;forest;mine;sea;compost;rhizosphere;landfill;lake;gut;biofilm;mud;ocean;fruit;field;desert;garden;channel;wetland;cabbage;cave;rock;air;food;water;pond;flat;dust;permafrost,30
1112,565641.4,Enterococcus faecalis X98,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1113,516950.5,Streptococcus pneumoniae CGSP14,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1114,198215.6,Shigella flexneri 2a str. 2457T,Shigella,flexneri,Shigella flexneri,gut;soil;river;reservoir;marsh,5
1115,198215.1,Shigella flexneri 2a str. 2457T,Shigella,flexneri,Shigella flexneri,gut;soil;river;reservoir;marsh,5
1116,516950.3,Streptococcus pneumoniae CGSP14,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1117,428406.5,Ralstonia pickettii 12D,Ralstonia,pickettii,Ralstonia pickettii,sludge;lake;water;soil;field;sediment;air;aquifer;compost,9
1118,544875.4,Enterococcus faecium E1636,Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1119,359786.3,Staphylococcus aureus subsp. aureus JH9,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1120,405536.3,Bacillus anthracis Tsiankovskii-I,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1121,439497.5,Ruegeria sp. R11,Ruegeria,sp.,Ruegeria sp.,egg;sea;biofilm;surface;clam;sediment,6
1122,470735.3,Brucella sp. BO1,Brucella,sp.,Brucella sp.,sludge;soil,2
1123,470735.4,Brucella sp. BO1,Brucella,sp.,Brucella sp.,sludge;soil,2
1124,204536.4,Sulfurihydrogenibium azorense Az-Fu1,Sulfurihydrogenibium,azorense,Sulfurihydrogenibium azorense,spring;hotspring,2
1125,388272.4,Pseudomonas aeruginosa PACS2,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1126,565644.5,Enterococcus faecalis CH188,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21
1127,410291.13,Vibrio harveyi HY01,Vibrio,harveyi,Vibrio harveyi,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1128,280477.4,Bacillus anthracis str. Australia 94,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1129,290633.11,Gluconobacter oxydans 621H,Gluconobacter,oxydans,Gluconobacter oxydans,wine,1
1130,280477.3,Bacillus anthracis str. Australia 94,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1131,656408.3,Escherichia coli H591,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1132,314291.3,Vibrio splendidus 12B01,Vibrio,splendidus,Vibrio splendidus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1133,484022.4,Francisella philomiragia subsp. philomiragia ATCC 25017,Francisella,philomiragia,Francisella philomiragia,blood,1
1134,314291.6,Vibrio splendidus 12B01,Vibrio,splendidus,Vibrio splendidus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1135,484022.8,Francisella philomiragia subsp. philomiragia ATCC 25017,Francisella,philomiragia,Francisella philomiragia,blood,1
1136,295405.3,Bacteroides fragilis YCH46,Bacteroides,fragilis,Bacteroides fragilis,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
1137,344610.7,Escherichia coli 53638,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1138,344610.3,Escherichia coli 53638,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1139,453366.3,Streptococcus pneumoniae MLV-016,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16
1140,272624.6,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legionella,pneumophila,Legionella pneumophila,water;well;soil;surface;biofilm,5
1141,272624.3,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legionella,pneumophila,Legionella pneumophila,water;well;soil;surface;biofilm,5
1142,627611.3,Vibrio parahaemolyticus K5030,Vibrio,parahaemolyticus,Vibrio parahaemolyticus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18
1143,465543.3,Streptomyces sp. SPB74,Streptomyces,sp.,Streptomyces sp.,soil;sediment;orchard;forest;mine;sea;compost;rhizosphere;landfill;lake;gut;biofilm;mud;ocean;fruit;field;desert;garden;channel;wetland;cabbage;cave;rock;air;food;water;pond;flat;dust;permafrost,30
1144,314287.3,gamma proteobacterium HTCC2207,gamma,proteobacterium,gamma proteobacterium,gut;basin;soil;trench;sediment;water;sea;seamount;biofilm;lake;aquifer;spring;river;harbor;mine;sludge;surface;lagoon;forest;ridge;rock;waste;bed;tundra;cave;bay;canyon;pond;egg;permafrost;estuary;compost;mucus;pasture;field;biofilter,36
1145,457391.3,Bacteroides sp. 3_1_33FAA,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8
1146,296591.1,Polaromonas sp. JS666,Polaromonas,sp.,Polaromonas sp.,lake;water;permafrost;field;soil;rivulet,6
1147,220668.1,Lactobacillus plantarum WCFS1,Lactobacillus,plantarum,Lactobacillus plantarum,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25
1148,379731.4,Pseudomonas stutzeri A1501,Pseudomonas,stutzeri,Pseudomonas stutzeri,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1149,486623.3,Bacillus anthracis str. A0389,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74
1150,666475.3,Pseudomonas syringae pv. aesculi str. 2250,Pseudomonas,syringae,Pseudomonas syringae,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58
1151,656380.3,Escherichia coli FVEC1412,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13
1152,176279.3,Staphylococcus epidermidis RP62A,Staphylococcus,epidermidis,Staphylococcus epidermidis,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
1153,176279.9,Staphylococcus epidermidis RP62A,Staphylococcus,epidermidis,Staphylococcus epidermidis,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35
