,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Haemophilus influenzae Rd KW20,-2492.2604288985763,13140.719360648869,-2762.288980528565,-1219.5730212915357,-71.01254632877324,2255.996071242112,1702.0167782780318,415.4791942946475,-1731.0090051932452,-2513.9796891728433,16409.489853828454,12025.611638013816,-1064.00147096737,-1277.5071353083754,7240.857275924338,5097.686798255162,-2767.2112930842945,-676.9723875335898,19381.43873254631,2654.4532200954727,-2326.9915752568213,104.00630442458255,445.97844411287986,-543.9957636702612,-4657.2473135881655,1623.9905125461348,915.9931532289891,-4988.993390145895,-238.00371967773336,689.999903738966,977.4939501028003,-678.0223998846485,-5689.998698059987,-1564.9948352996994,-3471.0037082046842,13.559365765159058,1037.8599636698084,-5057.219917846586,11866.539391527755,-214.00544527816004,-841.0039004000007,-1362.0077156745972,-351.9992815186045,-3625.9924771297797,-4165.00273912972,-1150.9517805710102,-16705.03928182558,-1719.9928799822121,11733.665317959436,-3204.9986752424384,21431.59994111141,9447.682358662725,1330.0393967884806,2044.0155494958763,-1893.9935156881384,-1913.9814828189392,4174.995717752782,4704.989984811391,-1402.9019161198955,-614.9968875482261,1723.0082072661166,-1597.0115518591876,7275.982703296711,-174.99957481775877,1972.0020018190319,1980.9884166805691,1978.104182100994,1982.4548432825973,1983.0745036612605,1983.040509338169,1982.1632737764087,1972.0141456278,1982.0106016682546,1970.0222025263527,1982.1314768578106,1970.3363313776604,1984.7048306369493,1983.9539089116574,1982.1069239576686,1982.1433075760647,1984.1554260540838,1981.6209591604459,1983.9733945034757,1982.01192418268,1982.0104561885291,1981.6819633377204,1985.074385287938,1986.9978967661455,1970.898794032368,1972.8124822117857,1982.0523188150028,1983.9980798256677,1983.0167441960969,1982.9999208107838,1980.0385437557554,1982.0107491573522,1976.0361698159556,1984.007810881552,1981.076522470326,1981.097346364318
Lactobacillus jensenii 27-2-CHN,-2491.8391338896804,13137.906837489089,-2760.7758037338817,-1217.1220215292815,-72.05268000575067,2254.489466961072,1707.9082229925527,412.3339042509087,-1727.0287067377458,-2511.2430433755476,16418.033530078326,12027.024385262981,-1067.127707693799,-1278.9692714176717,7241.219935453481,5095.455350702677,-2766.966728296318,-680.4937886292188,19380.87008333888,2654.3406122300094,-2324.9771196468873,100.9947655370735,443.80368539451587,-536.9221974363353,-4660.893970394709,1623.915898201466,918.9795301050996,-4991.319944546135,-236.9901817370855,693.4718967905947,980.0585347564361,-681.9850920023331,-5692.006697141628,-1563.8984933333518,-3472.026979803308,15.900574734213249,1039.009737796076,-5046.08391792691,11865.932403282208,-213.95371116482988,-837.9854936029225,-1364.0626682099241,-354.1111586326355,-3627.7750611773445,-4173.9915865807,-1151.977500346443,-16700.77425197326,-1716.4775363179672,11732.139732116044,-3203.630925746021,21433.092684633815,9469.985262405862,1328.8761676677077,2046.0019800449606,-1891.948253326506,-1912.827386396566,4167.838176421796,4695.821653878211,-1404.422360777671,-610.9596533071468,1720.7955719895926,-1598.5525865673865,7258.9327388110105,-179.0144660191835,1980.9884166805691,13799.001998972655,13798.090337777077,13800.560029742284,13798.735558351267,13798.90987325131,13800.051304012028,13799.103211005058,13799.34269747926,13798.766276592964,13798.98457254119,13798.866277287605,13799.365521310172,13799.320282242508,13799.043470385313,13799.00045332463,13798.997974006945,13798.09791290842,13799.559340242526,13798.872178448264,13798.98971901017,13799.638592713227,13799.046987210131,13802.904401319522,13799.008916387493,13797.161183013774,13800.509880837384,13799.453625344182,13798.952908518871,13799.763110162768,13798.989920322962,13798.962220167505,13799.597421501276,13799.46516015397,13797.263638178847,13796.905220999159
Enterococcus faecium TX0133C,-2484.7108115716615,13136.983968175755,-2761.6927355246853,-1219.4649100399783,-77.04794035852373,2253.4915880567287,1702.978691173128,416.4896031908986,-1729.969223521178,-2577.9393538774343,16410.010776253905,12026.01029379017,-1063.9816464700716,-1278.9940641052374,7238.877446707537,5095.036984674403,-2769.9432146516997,-680.0275805858421,19381.999813790022,2656.084899213409,-2327.018550737081,100.98258263341593,375.95381373806487,-543.993015121109,-4659.303585577199,1623.9983953972949,919.0112158782534,-4988.507999269757,-237.98763132854202,690.5050731818271,977.8531931613389,-679.9333091986997,-5690.9743577897525,-1565.9444401593921,-3470.9839682879215,16.053429226046795,1039.0413470218216,-5047.990442604796,11866.046730460977,-213.9935281992141,-841.9885717708959,-1362.9908348738181,-353.03389062554584,-3625.9490352301923,-4163.949973417341,-1149.9583170640178,-16772.731545038983,-1718.4794773657209,11732.05399909763,-3205.5939782057244,21432.985801098985,9449.011682829097,1329.7164539088537,2041.0131459102274,-1891.9584842179586,-1910.9306926940556,4171.998930180777,4629.939720622916,-1405.188358480907,-612.9791427752939,1721.0017883685582,-1598.015973110988,7277.534667676712,-178.96700304977026,1978.104182100994,13798.090337777077,14400.000999091653,14413.099952403561,14403.03515073642,14400.014550624648,14402.459812317315,14400.068037626792,14399.944403993488,14399.745376845409,14400.751978768689,14400.244379609643,14400.19597363062,14400.020065627172,14400.998004638945,14398.998474454389,14399.001995900508,14402.89454948713,14400.051825156763,14400.036055436422,14399.969908357642,14400.00399837135,14400.687982056592,14393.53651226991,14400.918837308198,14399.97298796535,14402.900571477292,14402.009585943128,14399.984704385393,14400.033709509871,14399.997579577735,14399.962354334399,14399.9927328544,14400.076318199097,14399.994955176178,14401.017551664056
Dehalococcoides sp. BAV1,-2486.3513019766124,13138.131191240502,-2763.9612554250893,-1182.8296399458925,-77.11627245806206,2254.1342690702813,1700.0339160197957,408.8788619882455,-1734.3130460217264,-2509.5795531779763,16418.50404850414,12030.76671365698,-1064.0921767462382,-1280.6823984707282,7241.513543166997,5093.618982498799,-2760.134353627921,-674.107322688633,19373.765218045777,2655.8269286164273,-2322.958071359576,108.53199879440116,432.64004539730695,-544.0004283394692,-4664.491326393007,1624.9903377797316,922.0030998727403,-4992.043345387227,-239.06123499045427,687.425789098767,980.0109882936981,-676.0876908724496,-5693.004719748193,-1564.670310855975,-3471.5705377231643,15.537406871594486,1039.1576079556005,-5054.507257226862,11871.07657592751,-215.45306508242356,-839.0842537535378,-1370.0667673227154,-350.7073445184105,-3626.0153353566766,-4168.504979362951,-1152.1138538702735,-16709.805140280063,-1717.0085911753533,11732.999137566743,-3202.826179959473,21427.520447556173,9497.626226380311,1324.4266797738023,2037.4803479857383,-1843.9333771800584,-1865.8822824259223,4177.763370051092,4696.701148006164,-1406.4330862487518,-614.0159766054908,1720.3221651287602,-1592.2598911968282,7279.956370280369,-180.89882071229175,1982.4548432825973,13800.560029742284,14413.099952403561,-8309.001000862441,-8307.540900326081,-8307.345824791944,-8306.227138129825,-8308.22754834844,-8308.148435672749,-8309.001134798376,-8307.603800936306,-8310.017674562489,-8307.662309979542,-8307.615897115154,-8308.996954451779,-8307.984403073926,-8307.99112443458,-8305.077450243185,-8307.692112349883,-8308.238317518288,-8308.218522824614,-8309.00080600659,-8308.857304238221,-8300.921542296213,-8308.985088749332,-8308.350908898818,-8306.84634833199,-8308.999129079973,-8308.228459171576,-8308.998343541998,-8309.000410480809,-8308.211627445782,-8307.564097576675,-8307.045391126476,-8309.200321906288,-8308.555996861429
Sphingopyxis alaskensis RB2256,-2489.2756380141773,13137.217717665786,-2761.181219658972,-1220.5140187298807,-72.01504547569992,2250.989431625346,1701.0186249707854,411.9770036300209,-1725.0134471249542,-2515.474317374925,16412.876896964626,12029.013880898838,-1067.0875599736391,-1278.5712032316053,7239.125746800373,5095.965184532267,-2766.508240072599,-679.9217090247867,19381.370533295874,2657.1979267960623,-2325.6315769682287,104.1381245392422,437.53354500447915,-544.0108401916137,-4659.564387002262,1623.9901831087586,919.0170571987965,-4988.021189838632,-238.09278489075606,686.885568672376,978.5027136534131,-679.0128600023867,-5686.985234781269,-1566.0853561428735,-3470.968939952373,16.12002482213078,1039.8713998720161,-5050.198834690207,11866.478339880265,-212.00495455101856,-842.0415151017722,-1366.0184523078694,-353.93955049468076,-3627.982667481328,-4168.545127420833,-1150.9982079733452,-16702.69246499543,-1720.001118580707,11734.133890580439,-3205.9694568989717,21431.67092250248,9450.291497885339,1327.0054002694567,2041.9970186883686,-1892.9857750227166,-1913.989520669939,4176.06769085133,4703.046508555879,-1403.8977159381016,-613.016516411663,1723.0141468641516,-1598.0499804951362,7278.044699490125,-176.00800569533143,1983.0745036612605,13798.735558351267,14403.03515073642,-8307.540900326081,-7920.998000807981,-7921.885176337472,-7924.480767529106,-7923.820621815274,-7920.2555720846385,-7920.774244259215,-7924.4895809773325,-7924.076847785573,-7920.761793819055,-7920.918418011794,-7921.881585654124,-7921.301860446631,-7921.3291496938045,-7923.14875783531,-7920.964468866056,-7920.8417168400765,-7920.880957450774,-7921.999893358814,-7923.23147565999,-7921.766278286009,-7920.75278811176,-7921.996364635151,-7923.819869365936,-7920.998111387239,-7920.913760933111,-7920.62718595325,-7921.280014371746,-7920.911336022861,-7923.897783778657,-7923.872286102797,-7919.2391727134,-7923.207780448563
Rhodococcus erythropolis SK121,-2491.133903294411,13141.723850252705,-2762.3188663411233,-1219.8520806268573,-71.00397755690386,2253.0028166883926,1702.0040080558472,413.000839359603,-1732.9947972250636,-2514.9515567283916,16409.587844603248,12026.618567127114,-1064.9954443627028,-1279.0044753283464,7239.701496919766,5096.442535383474,-2766.3590144286127,-678.9847694422907,19382.070969249064,2652.1816186068986,-2326.00067586302,103.99953948362068,446.98203853316585,-544.0017217215194,-4659.38396200934,1623.9912726883385,918.0003008777219,-4988.001983944164,-237.85789623474275,685.8596905438426,977.9385149238036,-680.0538893022474,-5689.993487616563,-1565.9996609254342,-3470.997671016537,14.590502018660747,1037.8755922941004,-5045.264395829424,11866.674042618815,-212.99359479596026,-840.9987404663988,-1362.0102350112556,-352.0056868054495,-3628.9940261186907,-4167.001924343365,-1150.9915091565822,-16703.85089190744,-1717.99725518379,11733.80361716242,-3205.000204786399,21432.53901720942,9447.667537345424,1327.931450763959,2042.290298403643,-1893.9905860185995,-1913.9654668961293,4173.498036186191,4703.978669827057,-1403.7716950183483,-613.999069132154,1723.0074163712145,-1596.9903787574722,7275.976780200006,-174.9995014598387,1983.040509338169,13798.90987325131,14400.014550624648,-8307.345824791944,-7921.885176337472,-2763.002998886008,-2761.939798117017,-2762.0030664036767,-2763.0021356340553,-2761.9926364564767,-2765.004716748541,-2770.24088914945,-2762.951522550541,-2761.970499348301,-2762.9805420881066,-2762.938053670623,-2766.9584002791516,-2766.9656994856673,-2761.98206718344,-2765.000870662355,-2764.995864103163,-2764.0020715817,-2833.813523881019,-2836.7012522199248,-2767.916097132259,-2763.9985505633795,-2763.9356307948065,-2764.998392041431,-2764.996603635225,-2764.989553106636,-2831.0458953191355,-2764.9991526743597,-2834.0378497296874,-2763.0003384034253,-2833.9896318806145,-2833.977486826401
Roseovarius nubinhibens ISM,-2486.0573459043003,13137.249300895208,-2759.353733878311,-1220.4528023633573,-72.01768047907106,2254.0407354372833,1702.0019840486527,412.97929242718584,-1730.9113123413163,-2513.9248626890885,16409.56923432915,12026.807735974526,-1064.1468843293853,-1278.4044433644142,7239.386671815198,5095.57669379032,-2764.5310780194277,-678.9005015777684,19380.22349308851,2658.1513055930286,-2325.4231628906045,102.34030224511666,437.61689177205153,-545.6041058914406,-4659.68845535141,1623.9952631672315,919.0049813545977,-4988.012416243853,-238.09217982250846,686.4577986277533,981.9677739584175,-680.0321238186505,-5691.015427777652,-1567.2112847395301,-3471.5096896467294,16.5748829278662,1038.8495777928665,-5050.78567779571,11865.751781805771,-213.51101095941925,-838.169207035205,-1363.0340936325247,-351.90267208258314,-3626.9901898695625,-4165.041909079008,-1149.983259726801,-16705.597515213805,-1716.9838354918056,11734.064806700502,-3205.048018496008,21429.30806678718,9449.017929408848,1327.7434806780923,2044.1307761805465,-1892.988986389859,-1913.990453689338,4175.368010916982,4702.599968404951,-1404.9220095360993,-615.5959826033794,1722.048013775985,-1597.0224929913243,7255.066640567283,-177.91864340842244,1982.1632737764087,13800.051304012028,14402.459812317315,-8306.227138129825,-7924.480767529106,-2761.939798117017,85.00099955725413,85.00205818979506,84.99938068487215,85.00067803035857,85.00598437351022,83.99022708761159,84.99887490650212,85.00021449732071,84.0014136564311,83.99344320364091,83.94443358918657,84.01239694897329,84.99968047341967,84.99698533574932,84.99737601760097,84.0295113685871,84.9957808325586,81.96887855368716,84.0212603003006,85.0070345802607,85.00229381103277,84.0018852445521,84.99263107747338,84.0032647484017,83.99978146657358,84.99637929825353,84.98330790361167,85.00190580637829,83.9943370605825,83.98595062452188
Meiothermus ruber DSM 1279,-2491.9969393124966,13140.845350408328,-2760.659064524554,-1219.8333990053643,-70.99038318824219,2254.000811755246,1702.0023670993844,412.99067288805975,-1732.9834238917997,-2511.009501013436,16409.67873374851,12028.598850838123,-1064.9941239570487,-1278.0002192121115,7239.918808168938,5098.223324469953,-2768.9982297339866,-679.0007098131639,19381.61327510333,2654.036999451779,-2325.996452609821,104.00181691760538,446.9776512843585,-542.9987995857108,-4658.743460902682,1623.995611898043,915.9928990581689,-4988.008834295661,-237.99992259847312,685.9971082527248,978.4676503314492,-680.0377353046517,-5690.000102538001,-1565.9866826669934,-3471.00193644313,12.048301674173354,1039.8989277860742,-5045.151433154229,11866.796262329693,-213.00017622826257,-840.9974907878316,-1361.00380196183,-352.0037340336972,-3625.996989321948,-4168.002512112609,-1151.0358734332874,-16703.924034055675,-1716.9914482427714,11732.759085641119,-3205.000515792615,21430.717004134483,9449.024098871709,1327.9193925725913,2042.0069446343823,-1893.9960066883339,-1913.9944035739234,4172.984185789457,4700.978234039576,-1404.4592234683682,-613.998357925262,1723.0052913441377,-1596.999869955269,7275.992249044866,-175.00277730900737,1972.0141456278,13799.103211005058,14400.068037626792,-8308.22754834844,-7923.820621815274,-2762.0030664036767,85.00205818979506,1547.9969984048312,1546.4891446186132,1545.0045783892185,1545.7202973532778,1538.528184110143,1540.9694063309926,1540.983532067344,1541.9751107698949,1539.995490480904,1539.9438495279344,1535.2034860893289,1540.9564675450265,1544.9895506954038,1541.9999626633028,1544.0106719541684,1538.3352705227899,1547.808085384846,1535.9282579755989,1544.980296158615,1544.9360673545445,1543.9897821533646,1545.9900451990445,1543.9173181109902,1540.998456138879,1544.986413738117,1542.976101976437,1544.9897976153566,1537.2526878579408,1537.2139610638646
Meiothermus ruber DSM 1279,-2492.3074138570882,13140.680656878072,-2761.4841195221643,-1219.8452286438762,-70.99479919829605,2255.002307632635,1702.0090896021838,412.99722421782667,-1732.9949291164928,-2513.6308857272643,16410.33463834506,12028.144849109653,-1065.0012337414366,-1277.9971251728593,7239.705195348111,5097.12728556727,-2769.8704516970465,-678.0015986859163,19381.304547149004,2652.0180490581843,-2326.0131065210126,103.99965566648682,445.9784586843466,-543.0021703885614,-4658.157239339768,1623.9947104801354,915.9965292590658,-4988.003796403218,-239.00017811933063,686.0002319434117,977.9363382291555,-679.9748131980202,-5688.995093394051,-1565.9889801694148,-3471.005100682517,18.94113326921362,1037.8702083827584,-5047.120237943365,11866.591397950959,-213.0262493992691,-841.0000660239223,-1361.996930573791,-352.00315086103035,-3625.988625736774,-4166.988494795216,-1150.9934777298233,-16704.50363399657,-1722.986051958802,11732.530161778834,-3204.9919765730215,21432.547738754558,9453.48552063684,1327.9577165259936,2041.9971553247613,-1893.9869872905817,-1913.9947079831786,4174.949056732244,4705.939690046943,-1405.302294246704,-613.9990367812161,1724.00922252991,-1596.9996060861226,7267.008523829417,-174.99335075084556,1982.0106016682546,13799.34269747926,14399.944403993488,-8308.148435672749,-7920.2555720846385,-2763.0021356340553,84.99938068487215,1546.4891446186132,-4606.9999989382595,-4607.034611710393,-4606.081707712475,-4610.270340177078,-4607.305208233343,-4606.990996233837,-4610.2166411579465,-4608.175524029291,-4608.148859713254,-4610.388508271181,-4606.9911556893385,-4606.982376567417,-4607.013600368174,-4609.013562815513,-4614.4725059690545,-4597.80091862176,-4613.467518615524,-4608.5628022157725,-4606.3338918614145,-4606.004159113026,-4609.99193060507,-4608.987279930123,-4611.045320509601,-4607.00145056181,-4608.054373187447,-4607.057077658154,-4613.555150026735,-4613.40569201946
Meiothermus ruber DSM 1279,-2492.5348986560102,13140.947154181395,-2761.7643346560917,-1219.8428337855491,-70.99792636044664,2255.0039172227907,1702.0071898699262,412.99277951288354,-1732.9871985316533,-2513.6641323319213,16410.7922091278,12028.476931174097,-1064.9970874353778,-1277.9962676925145,7239.892792664398,5098.993348548883,-2770.0919648897802,-678.0129396545268,19381.516693172616,2654.0342521115062,-2325.9937288399115,104.00249384848195,446.9791683875082,-543.0010661442142,-4659.01273134861,1623.9903222768914,915.9946705999002,-4988.014115727163,-239.00176844904533,686.001086749459,977.9964544154888,-680.0026414233057,-5688.999554264078,-1565.9918373784758,-3471.0007102543136,16.106181433059685,1037.902311427717,-5045.289579631957,11866.864734913017,-213.00650601642474,-841.0032125077958,-1362.0075341139036,-352.01250090688245,-3625.999570309883,-4165.5057520160535,-1151.0020857793852,-16704.276866407934,-1719.9960395979294,11732.832687817307,-3204.986489116806,21432.67547063258,9450.144383415309,1327.995694827734,2042.0081885699412,-1893.9950685819986,-1913.9936583136855,4171.977499695677,4705.97354026834,-1403.2323506950613,-613.995245106456,1724.008081446515,-1596.9957147656696,7259.508664129784,-174.9951366679313,1970.0222025263527,13798.766276592964,14399.745376845409,-8309.001134798376,-7920.774244259215,-2761.9926364564767,85.00067803035857,1545.0045783892185,-4607.034611710393,-2526.9980030459583,-2521.9305950330836,-2527.239922362629,-2526.058031661409,-2524.54001579098,-2521.993400122852,-2522.461000306997,-2522.461193496831,-2525.4353496944077,-2526.5030267520697,-2522.0232859212265,-2522.5312935987727,-2524.8094538936593,-2527.8954612224798,-2521.804426693269,-2518.6550921903354,-2521.9668617777374,-2525.9445003842866,-2524.8409220513126,-2522.0062347562866,-2525.989626880533,-2525.311182458276,-2522.007868996517,-2521.9275368145086,-2526.0189378695845,-2522.0620750539615,-2522.5096548990014
Roseovarius nubinhibens ISM,-2489.644268908906,13137.145440281836,-2763.1421426144298,-1219.5481790477993,-71.9921174678494,2251.9657389532567,1702.9840955722414,413.001297167186,-1733.041070634138,-2508.3041902208124,16408.49662938272,12025.60598006698,-1064.1887831549068,-1278.176782522746,7239.35359132017,5096.676304728345,-2765.8774636059215,-677.9449459899716,19380.360094517077,2655.6311319032984,-2326.668971411723,104.28536870252648,446.8588762550856,-544.597857410152,-4659.2043738402335,1623.9954960901632,917.0026150531427,-4988.003754694146,-238.04528689180694,686.3290182897463,982.0403258085765,-679.9531675249231,-5690.99580357247,-1566.9205134369604,-3471.6112710865846,17.193548989337163,1038.847761674848,-5050.304216329625,11864.666967602909,-214.44682493233066,-841.9116312662011,-1360.0224659035935,-350.95078979920515,-3629.9876305744165,-4167.482754059463,-1150.0399273658782,-16705.14641842491,-1714.9982543744104,11733.892837287638,-3204.939467254092,21423.177930225254,9448.854279627694,1327.8371389873455,2041.9121363483123,-1892.9984336713235,-1913.9873846478217,4176.169300569014,4700.837751061774,-1404.6679944012194,-615.5921408169477,1722.0260511769072,-1596.0630779697874,7275.98744227429,-178.9720377803755,1982.1314768578106,13798.98457254119,14400.751978768689,-8307.603800936306,-7924.4895809773325,-2765.004716748541,85.00598437351022,1545.7202973532778,-4606.081707712475,-2521.9305950330836,-5496.001000076213,-5497.58521363436,-5497.030636960434,-5497.041447437287,-5495.985058019077,-5498.040888193828,-5498.031007931918,-5498.486821844479,-5497.037178945297,-5496.004074106986,-5497.004646564636,-5497.0577585279725,-5495.770480561838,-5500.771454927454,-5498.135240436583,-5496.025828888773,-5496.07338855231,-5497.005037538347,-5496.010475684453,-5497.006255541501,-5498.051935016989,-5496.0005075747185,-5496.001651609693,-5495.991919898561,-5498.038155161734,-5498.057414575787
